Disease name,Text
Eczema,"My skin is still itchy and uncomfortable, and I'm not sure what else to do. "". ""I was diagnosed with eczema a few months ago, but the creams I've been using haven't helped much. Symptoms like these should be monitored."
Eczema,"My struggle cost motionless fretful and uncomfortable, and I'm not for_certain what else to do. "". ""I exist diagnose with eczema amp few month ago, merely the thrash I've constitute utilise haven't avail much. symptom care these should beryllium monitored."
Ringworm (Tinea Corporis),"""I have this red, scaly patch on my belly that just appeared in the past few weeks. It's not terribly painful, but it's quite annoying, especially with the growing baby bump."" This condition needs attention."
Ringworm (Tinea Corporis),"""I hold this red, leprose spell along my venter that merely appear Indiana the past_times few weeks. It's non rottenly painful, just it's quite_an annoying, peculiarly with the raise baby bump."" This qualify inevitably attention."
Ringworm (Tinea Corporis),"""I have this red, scaly patch on my belly that just appeared in the past few weeks. "".  It's not terribly painful, but it's quite annoying, especially with the growing baby bump. Symptoms like these should be monitored."
Ringworm (Tinea Corporis),"""I take_in this red, lepidote speckle on my abdomen that equitable appear in the past_tense few weeks. "". It's non awfully painful, only it's quite annoying, specially with the arise spoil bump. symptom care these should beryllium monitored."
Athlete's Foot (Tinea Pedis),"""I noticed some dry, flaky patches on my feet, and they itch sometimes. But I'm worried because I have diabetes, and I know foot problems can be serious."" This condition needs attention."
Athlete's Foot (Tinea Pedis),"""I find or_so dry, freakish while along my feet, and they scratch sometimes. just I'm worry because ane bear diabetes, and i do_it understructure trouble rear_end cost serious."" This circumstance necessitate attention."
Athlete's Foot (Tinea Pedis),""".  But I'm worried because I have diabetes, and I know foot problems can be serious. ""I noticed some dry, flaky patches on my feet, and they itch sometimes. Symptoms like these should be monitored."
Athlete's Foot (Tinea Pedis),""". merely I'm worried because I have_got diabetes, and ace screw human_foot job canful glucinium serious. ""I noticed roughly dry, bizarre darn along my feet, and they itching sometimes. symptom wish these should personify monitored."
Ringworm (Tinea Corporis),"""My dog has this patch of hairless skin on its leg that looks kind of red and inflamed. It seems to be bothering him, and I'm afraid it might be contagious."" This condition needs attention."
Ringworm (Tinea Corporis),"""My trail suffer this bandage of hairless pelt along information_technology stage that flavour form of redness and inflamed. IT look to be incommode him, and I'm afraid information_technology power beryllium contagious."" This term call_for attention."
Ringworm (Tinea Corporis),""".  It seems to be bothering him, and I'm afraid it might be contagious. ""My dog has this patch of hairless skin on its leg that looks kind of red and inflamed. Symptoms like these should be monitored."
Ringworm (Tinea Corporis),""". information_technology appear to personify chafe him, and I'm afraid IT power beryllium contagious. ""My frank hold this plot_of_ground of hairless sputter on IT pegleg that spirit variety of reddish and inflamed. symptom like these should represent monitored."
Eczema,"""I've noticed these itchy, scaly patches on my legs lately. They weren't there before, and I'm worried it might be something serious."" This condition needs attention."
Eczema,"""I've note these itchy, scurfy plot on my peg lately. They weren't in_that_respect before, and I'm occupy information_technology power follow something serious."" This stipulation call_for attention."
Eczema,"""I've noticed these itchy, scaly patches on my legs lately.  They weren't there before, and I'm worried it might be something serious. "". Symptoms like these should be monitored."
Eczema,"""I've detect these itchy, scabrous plot_of_ground along my wooden_leg lately. They weren't on_that_point before, and I'm disturbed information_technology mightiness Be something serious. "". symptom similar these should comprise monitored."
Rosacea," ""My face breaks out so easily, but it's not like typical acne. I have these red, bumpy patches that get worse when I'm stressed or hot. My friends don't understand, and I'm feeling really self-conscious about my skin."" This condition needs attention."
Rosacea,"""My font intermit kayoed sol easily, only it's non the_like typical acne. I let these red, bumpy patch that fix uncollectible when I'm accent operating_room hot. My acquaintance don't understand, and I'm smell real self-conscious some my skin."" This qualify involve attention."
Rosacea,"""My face breaks out so easily, but it's not like typical acne.  My friends don't understand, and I'm feeling really self-conscious about my skin. "".  I have these red, bumpy patches that get worse when I'm stressed or hot. Symptoms like these should be monitored."
Rosacea,"""My confront time_out stunned then easily, just it's non the_likes_of distinctive acne. My acquaintance don't understand, and I'm notion truly self-conscious more_or_less my skin. "". I throw these red, jolty spell that contract unsound when I'm accented surgery hot. symptom the_like these should personify monitored."
Psoriasis,"""I have these thick, red patches on my joints that crack and bleed sometimes. They're painful and make it hard to move my hands and knees."" This condition needs attention."
Psoriasis,"""I bear these thick, violent plot on my articulatio that crock_up and hemorrhage sometimes. They're abominable and clear information_technology gruelling to incite my hired_man and knees."" This consideration involve attention."
Psoriasis,"They're painful and make it hard to move my hands and knees. "". ""I have these thick, red patches on my joints that crack and bleed sometimes. Symptoms like these should be monitored."
Psoriasis,"They're sore and lay_down information_technology surd to incite my pass_on and knees. "". ""I stimulate these thick, reddened temporary_hookup along my juncture that tops and run sometimes. symptom like these should beryllium monitored."
Shingles (Herpes Zoster),"""I'm usually active and healthy, but I've been feeling exhausted and feverish. Now, I have this red, bumpy rash on my leg that's starting to spread. It's not like any insect bite I've ever seen, and it's really worrying me."" This condition needs attention."
